home_team,game_date,umpire
TEX,2023-09-01,Chris Guccione
TEX,2023-09-02,Brian Knight
TEX,2023-09-03,Manny Gonzalez
TEX,2023-09-04,Bruce Dreckman
TEX,2023-09-05,Stu Scheurwater
TEX,2023-09-06,Mark Wegner
TEX,2023-09-08,Ryan Wills
TEX,2023-09-09,Alfonso Márquez
TEX,2023-09-10,Doug Eddings
TEX,2023-09-18,CB Bucknor
TEX,2023-09-19,Ben May
TEX,2023-09-20,Jeff Nelson
TEX,2023-09-22,Sean Barber
TEX,2023-09-23,Jim Wolf
TEX,2023-09-24,Alan Porter
TOR,2023-04-11,Erich Bacchus
TOR,2023-04-12,Ryan Wills
TOR,2023-04-13,Mike Estabrook
TOR,2023-04-14,Lance Barrett
TOR,2023-04-15,Ramon D
TOR,2023-04-16,Alfonso Márquez
TOR,2023-04-24,David Rackley
TOR,2023-04-25,Jeremy Riggs
TOR,2023-04-26,Chris Guccione
TOR,2023-04-28,Tripp Gibson
TOR,2023-04-29,Brennan Miller
TOR,2023-04-30,Mark Carlson
TOR,2023-05-12,Laz Diaz
TOR,2023-05-13,Mike Estabrook
TOR,2023-05-14,Andy Fletcher
TOR,2023-05-15,Clint Vondrak
TOR,2023-05-16,James Hoye
TOR,2023-05-17,D.J. Reyburn
TOR,2023-05-18,John Libka
TOR,2023-05-19,Adam Beck
TOR,2023-05-20,Dan Iassogna
TOR,2023-05-21,Gabe Morales
TOR,2023-05-30,Cory Blaser
TOR,2023-05-31,Ron Kulpa
TOR,2023-06-01,Carlos Torres
TOR,2023-06-05,Scott Barry
TOR,2023-06-06,Gabe Morales
TOR,2023-06-07,Adam Beck
TOR,2023-06-08,Dan Iassogna
TOR,2023-06-09,Ryan Blakney
TOR,2023-06-10,Marvin Hudson
TOR,2023-06-11,Hunter Wendelstedt
TOR,2023-06-23,Mark Ripperger
TOR,2023-06-24,Dan Bellino
TOR,2023-06-25,Tom Hanahan
TOR,2023-06-27,Ryan Blakney
TOR,2023-06-28,Hunter Wendelstedt
TOR,2023-06-29,John Tumpane
TOR,2023-06-30,David Rackley
TOR,2023-07-01,Alex Tosi
TOR,2023-07-02,Jacob Metz
TOR,2023-07-14,Chris Guccione
TOR,2023-07-15,Junior Valentine
TOR,2023-07-16,Dan Iassogna
TOR,2023-07-18,Malachi Moore
TOR,2023-07-19,Bruce Dreckman
TOR,2023-07-20,Stu Scheurwater
TOR,2023-07-28,Mike Estabrook
TOR,2023-07-29,Andy Fletcher
TOR,2023-07-30,Erich Bacchus
TOR,2023-07-31,Jeremy Riggs
TOR,2023-08-01,Mike Muchlinski
TOR,2023-08-02,Sean Barber
TOR,2023-08-03,Jim Wolf
TOR,2023-08-11,Pat Hoberg
TOR,2023-08-12,Nestor Ceja
TOR,2023-08-13,Nate Tomlinson
TOR,2023-08-15,Ryan Wills
TOR,2023-08-16,Alfonso Márquez
TOR,2023-08-25,Junior Valentine
TOR,2023-08-26,Adrian Johnson
TOR,2023-08-27,Shane Livensparger
TOR,2023-08-28,Paul Clemons
TOR,2023-08-29,Jeremie Rehak
TOR,2023-08-30,Chad Fairchild
TOR,2023-09-08,Ben May
TOR,2023-09-09,Jeff Nelson
TOR,2023-09-10,Chris Segal
TOR,2023-09-11,John Tumpane
TOR,2023-09-12,Ryan Blakney
TOR,2023-09-13,Hunter Wendelstedt
TOR,2023-09-14,Mike Muchlinski
TOR,2023-09-15,Mark Carlson
TOR,2023-09-16,Jordan Baker
TOR,2023-09-17,Tripp Gibson
TOR,2023-09-26,Malachi Moore
TOR,2023-09-27,Bruce Dreckman
TOR,2023-09-28,Stu Scheurwater
TOR,2023-09-29,Doug Eddings
TOR,2023-09-30,Alfonso Márquez
TOR,2023-10-01,Ramon D
WSH,2023-03-30,Dan Bellino
WSH,2023-04-01,Phil Cuzzi
WSH,2023-04-02,Mark Ripperger
WSH,2023-04-03,Larry Vanover
WSH,2023-04-04,Chris Guccione
WSH,2023-04-05,Dan Merzel
WSH,2023-04-14,Hunter Wendelstedt
WSH,2023-04-15,John Tumpane
WSH,2023-04-16,Ryan Blakney
WSH,2023-04-18,Ron Kulpa
WSH,2023-04-19,Cory Blaser
WSH,2023-04-30,Ryan Wills
WSH,2023-05-01,Brian Knight
WSH,2023-05-02,Alex Tosi
WSH,2023-05-03,Tony Randazzo
WSH,2023-05-04,Todd Tichenor
WSH,2023-05-12,Paul Emmel
WSH,2023-05-13,Nic Lentz
WSH,2023-05-14,Jeremie Rehak
WSH,2023-05-15,Chad Fairchild
WSH,2023-05-19,Clint Vondrak
WSH,2023-05-20,James Hoye
WSH,2023-05-21,D.J. Reyburn
WSH,2023-05-23,Nestor Ceja
WSH,2023-05-24,Brian O'Nora
WSH,2023-05-25,Pat Hoberg
WSH,2023-06-02,Chris Segal
WSH,2023-06-03,Ben May
WSH,2023-06-04,Brian Walsh
WSH,2023-06-06,Erich Bacchus
WSH,2023-06-07,Emil Jimenez
WSH,2023-06-16,Brock Ballou
WSH,2023-06-17,Ron Kulpa
WSH,2023-06-18,Junior Valentine
WSH,2023-06-19,Mike Estabrook
WSH,2023-06-20,Brian Walsh
WSH,2023-06-21,Erich Bacchus
WSH,2023-06-22,Doug Eddings
WSH,2023-07-03,Adrian Johnson
WSH,2023-07-04,Emil Jimenez
WSH,2023-07-05,Quinn Wolcott
WSH,2023-07-06,Manny Gonzalez
WSH,2023-07-07,Tom Hanahan
WSH,2023-07-08,Gabe Morales
WSH,2023-07-09,Adam Beck
WSH,2023-07-21,Jeremie Rehak
WSH,2023-07-22,Chad Fairchild
WSH,2023-07-23,Charlie Ramos
WSH,2023-07-24,Jansen Visconti
WSH,2023-07-25,Carlos Torres
WSH,2023-07-26,Ron Kulpa
WSH,2023-07-31,Tony Randazzo
WSH,2023-08-01,Alex Tosi
WSH,2023-08-02,Angel Hernandez
WSH,2023-08-11,Nick Mahrley
WSH,2023-08-12,Vic Carapazza
WSH,2023-08-13,Emil Jimenez
WSH,2023-08-15,Bruce Dreckman
WSH,2023-08-16,Stu Scheurwater
WSH,2023-08-17,Mark Wegner
WSH,2023-08-18,Jim Wolf
WSH,2023-08-19,Mike Muchlinski
WSH,2023-08-20,
WSH,2023-08-31,Adam Beck
WSH,2023-09-01,Dan Iassogna
WSH,2023-09-02,Clint Vondrak
WSH,2023-09-03,Gabe Morales
WSH,2023-09-05,Tripp Gibson
WSH,2023-09-06,Mark Carlson
WSH,2023-09-08,David Rackley
WSH,2023-09-09,Edwin Moscoso
WSH,2023-09-10,Jacob Metz
WSH,2023-09-18,Will Little
WSH,2023-09-19,Ryan Additon
WSH,2023-09-20,Lance Barksdale
WSH,2023-09-21,Alfonso Márquez
WSH,2023-09-22,Ramon D
